"Wall_Clock_seconds","h.m.s","max_rss","max_vms","max_uss","max_pss","io_in","io_out","mean_load","cpu_time","Threads","Run","Sample","Logic"
1691.0653,"0:28:11",6348.67,12774.8,6282.5,6290.04,2.12,16591.08,264.07,4946.08,"8","hybracter_hybrid","Lerminiaux_isolateJ","Last"
930.7869,"0:15:30",7951.88,15477.16,7811.52,7819,0.55,5327.91,448.6,4494.93,"16","hybracter_long","Lerminiaux_isolateJ","Last"
1121.0406,"0:18:41",6839.15,12564.91,6706.11,6713.51,0.63,5273.8,298.35,4025.51,"8","hybracter_long","Lerminiaux_isolateJ","Last"
1668.3501,"0:27:48",5998.03,13807.55,5960.05,5965.23,0.02,42700.64,912.2,16878.2,"16","unicycler","Lerminiaux_isolateJ","Last"
2538.0335,"0:42:18",2762.18,5806.5,2756.55,2756.73,0,44470.21,566.57,16189.99,"8","unicycler","Lerminiaux_isolateJ","Last"
339.1436,"0:05:39",1761.54,9007.37,1754.92,1755.57,0.02,2894.23,233.05,1095.13,"16","dragonflye_hybrid","Lerminiaux_isolateK","Last"
414.2061,"0:06:54",1750.32,8497.59,1743.08,1743.69,0.07,4312.81,276.77,1323.51,"8","dragonflye_hybrid","Lerminiaux_isolateK","Last"
308.4847,"0:05:08",1756.9,9007.37,1750.13,1750.77,0,2534.19,257.47,1070.31,"16","dragonflye_long","Lerminiaux_isolateK","Last"
378.8436,"0:06:18",1750.66,8497.6,1743.01,1743.65,0,2531.96,302.7,1316.68,"8","dragonflye_long","Lerminiaux_isolateK","Last"
1397.1196,"0:23:17",8067.95,15670.26,7987.35,7994.91,5.82,28852.26,231.98,4118.17,"16","hybracter_hybrid","Lerminiaux_isolateK","Last"
1578.1208,"0:26:18",6445.96,12658.19,6412.74,6420.53,0.54,28802.7,181.05,3926.62,"8","hybracter_hybrid","Lerminiaux_isolateK","Last"
1161.367,"0:19:21",7188.68,17105.61,7009.62,7016.98,0.17,7257.79,263.25,3672.86,"16","hybracter_long","Lerminiaux_isolateK","Last"
1332.6627,"0:22:12",6372.54,12366.89,6343.97,6351.67,0.15,7204.24,187.12,3229.74,"8","hybracter_long","Lerminiaux_isolateK","Last"
2276.8375,"0:37:56",6301.99,13830.8,6285.67,6290.81,0.12,49634.69,1007.64,25498.38,"16","unicycler","Lerminiaux_isolateK","Last"
3527.7853,"0:58:47",4571.96,6854.73,4555.44,4560.51,0.24,51007.29,599.62,23220.63,"8","unicycler","Lerminiaux_isolateK","Last"
299.5919,"0:04:59",3719.1,8997.35,3702.96,3704.37,1.83,2804.93,184.89,964.27,"16","dragonflye_hybrid","Lerminiaux_isolateL","Last"
379.8597,"0:06:19",2035.89,8487.58,2024.48,2025.29,0,3627.65,261.39,1092.28,"8","dragonflye_hybrid","Lerminiaux_isolateL","Last"
278.1685,"0:04:38",3594.66,8997.32,3578,3579.44,0,2529.09,200.54,999.54,"16","dragonflye_long","Lerminiaux_isolateL","Last"
357.2491,"0:05:57",2070.53,8487.58,2059.35,2060.16,0,2530.36,277.22,1073.58,"8","dragonflye_long","Lerminiaux_isolateL","Last"
1029.252,"0:17:09",6683.75,14608.07,6583.26,6590.92,0.45,22118.55,364.01,4356.5,"16","hybracter_hybrid","Lerminiaux_isolateL","Last"
1230.589,"0:20:30",7774.91,22620.8,7595.29,7602.91,1.68,22006.92,257.44,4328.63,"8","hybracter_hybrid","Lerminiaux_isolateL","Last"
1038.8804,"0:17:18",6804.01,59408.27,6672.34,6679.93,0.18,8129.09,394.11,4850.55,"16","hybracter_long","Lerminiaux_isolateL","Last"
1271.3032,"0:21:11",8036.82,14083.94,7813.07,7820.65,0.36,8095.38,291.5,4645.05,"8","hybracter_long","Lerminiaux_isolateL","Last"
2132.406,"0:35:32",4977.71,12528.04,4974.21,4974.38,0.54,58364.17,901.72,22073.34,"16","unicycler","Lerminiaux_isolateL","Last"
3202.9697,"0:53:22",4137.47,6253.05,4133.44,4133.61,0,60100.98,561.72,19584,"8","unicycler","Lerminiaux_isolateL","Last"
142.5171,"0:02:22",1436.84,8934.41,1430.25,1430.82,0.03,2584.55,16.01,312.73,"16","dragonflye_hybrid","ATCC_10708_SUP_Duplex","Last"
173.5812,"0:02:53",2154.21,8424.52,2146.05,2146.66,0,2478.73,13.83,230,"8","dragonflye_hybrid","ATCC_10708_SUP_Duplex","Last"
119.0109,"0:01:59",1705.86,8934.28,1694.64,1695.22,0,1448.58,19.72,206.91,"16","dragonflye_long","ATCC_10708_SUP_Duplex","Last"
147.8701,"0:02:27",2154.71,8424.52,2146.76,2147.34,0,1448.55,16.29,184,"8","dragonflye_long","ATCC_10708_SUP_Duplex","Last"
600.5829,"0:10:00",8064.87,22165.34,7885.34,7892.21,0,21508.35,27.42,934.83,"16","hybracter_hybrid","ATCC_10708_SUP_Duplex","Last"
481.6594,"0:08:01",1511,6279.5,1264.12,1371.64,0,17605.63,48.16,595.9,"8","hybracter_hybrid","ATCC_10708_SUP_Duplex","Last"
433.0702,"0:07:13",6948.97,14336.98,6886.96,6893.77,0.07,4075.99,41.77,575.8,"16","hybracter_long","ATCC_10708_SUP_Duplex","Last"
478.625,"0:07:58",6238.25,11871.22,6210.64,6217.48,0.04,4067.66,48.57,617.84,"8","hybracter_long","ATCC_10708_SUP_Duplex","Last"
2011.0575,"0:33:31",6104.57,13813.82,6082.4,6087.45,0,166404.01,770.28,18862.68,"16","unicycler","ATCC_10708_SUP_Duplex","Last"
3024.5478,"0:50:24",4402.45,7947.83,4385.73,4390.82,0.01,169378.95,512.14,16909.72,"8","unicycler","ATCC_10708_SUP_Duplex","Last"
81.9158,"0:01:21",978.27,8930.57,970.41,971.01,0,2000.85,41.79,39.48,"16","dragonflye_hybrid","ATCC_17802_SUP_Duplex","Last"
96.1081,"0:01:36",665.34,8420.79,657.88,658.49,0,1056.6,26.72,40.74,"8","dragonflye_hybrid","ATCC_17802_SUP_Duplex","Last"
58.7278,"0:00:58",988.25,8930.58,981.75,982.23,0,620.59,57.64,38.11,"16","dragonflye_long","ATCC_17802_SUP_Duplex","Last"
68.7772,"0:01:08",697.68,8356.8,689.91,690.4,0,582.05,38.06,28.26,"8","dragonflye_long","ATCC_17802_SUP_Duplex","Last"
459.6931,"0:07:39",6986.2,14832.96,6828.09,6834.91,0.31,18307.84,54.31,616.59,"16","hybracter_hybrid","ATCC_17802_SUP_Duplex","Last"
340.4446,"0:05:40",1132.52,6211.87,898.32,989.17,0,14706.59,41.86,368.11,"8","hybracter_hybrid","ATCC_17802_SUP_Duplex","Last"
250.3208,"0:04:10",7015.73,15095.62,7239.27,7246.01,0.03,1630.86,79.95,368.97,"16","hybracter_long","ATCC_17802_SUP_Duplex","Last"
264.9284,"0:04:24",6159.89,22547.71,6132.6,6139.24,0.06,1673.42,23.25,227.79,"8","hybracter_long","ATCC_17802_SUP_Duplex","Last"
1681.6523,"0:28:01",9243.14,14066.79,9227.13,9232.28,0,153248.87,664.1,14041.33,"16","unicycler","ATCC_17802_SUP_Duplex","Last"
2401.8854,"0:40:01",3804.93,7850.17,3646.58,3651.72,0,156024.05,466.59,12890.68,"8","unicycler","ATCC_17802_SUP_Duplex","Last"
105.5665,"0:01:45",1272.54,8942.86,1266.4,1267,0,2323.91,20.42,142.22,"16","dragonflye_hybrid","ATCC_25922_SUP_Duplex","Last"
131.245,"0:02:11",2115.02,8432.96,2107.62,2108.17,0,1143.91,14.73,54.94,"8","dragonflye_hybrid","ATCC_25922_SUP_Duplex","Last"
82.4954,"0:01:22",1425.65,8942.73,1415.78,1416.27,0,1010.09,26.62,136.97,"16","dragonflye_long","ATCC_25922_SUP_Duplex","Last"
103.6063,"0:01:43",961.52,8433.05,953.6,954.08,0,936.98,19.11,45.5,"8","dragonflye_long","ATCC_25922_SUP_Duplex","Last"
769.3685,"0:12:49",6722.12,14653.59,6600.45,6607.3,0,34364.76,168.04,2225.74,"16","hybracter_hybrid","ATCC_25922_SUP_Duplex","Last"
832.1558,"0:13:52",2945.25,21015.36,2907.05,2918.87,0,31626.49,215.23,2316.33,"8","hybracter_hybrid","ATCC_25922_SUP_Duplex","Last"
540.7709,"0:09:00",6085.2,16596.5,6057.92,6064.64,0.65,5159.86,249.41,2058.08,"16","hybracter_long","ATCC_25922_SUP_Duplex","Last"
641.0232,"0:10:41",7943.84,13642.91,7707.14,7713.76,0.01,4660.38,201.11,1610.32,"8","hybracter_long","ATCC_25922_SUP_Duplex","Last"
2068.2375,"0:34:28",9340.16,14067.68,9325.04,9330.06,0,180815.84,805.84,19421.38,"16","unicycler","ATCC_25922_SUP_Duplex","Last"
3025.6735,"0:50:25",4524.11,8253.18,4507.52,4512.68,0,183982.64,531.03,17809.21,"8","unicycler","ATCC_25922_SUP_Duplex","Last"
84.1129,"0:01:24",488.93,8930.41,476.7,477.43,0,460.36,48.7,97.82,"16","dragonflye_hybrid","ATCC_33560_SUP_Duplex","Last"
91.9168,"0:01:31",388.61,8356.62,376.25,376.88,0.02,460.38,39.39,43.78,"8","dragonflye_hybrid","ATCC_33560_SUP_Duplex","Last"
76.2467,"0:01:16",489.2,8930.42,477.05,477.67,0,460.36,53.76,97.32,"16","dragonflye_long","ATCC_33560_SUP_Duplex","Last"
82.3913,"0:01:22",388.24,8420.52,375.98,376.62,0,460.36,44.59,45.05,"8","dragonflye_long","ATCC_33560_SUP_Duplex","Last"
268.5656,"0:04:28",7302.05,14055.6,7182.96,7189.63,0,6269.96,15.55,191.81,"16","hybracter_hybrid","ATCC_33560_SUP_Duplex","Last"
206.7977,"0:03:26",944.89,3566.69,912.21,919.31,0,5312.52,20.41,194.56,"8","hybracter_hybrid","ATCC_33560_SUP_Duplex","Last"
196.8964,"0:03:16",4468.38,11089.16,4440.97,4447.66,0,1205.44,19.83,102.71,"16","hybracter_long","ATCC_33560_SUP_Duplex","Last"
205.5266,"0:03:25",5861.07,11109.06,5833.75,5840.51,0,1174.57,18.76,150.1,"8","hybracter_long","ATCC_33560_SUP_Duplex","Last"
516.0614,"0:08:36",2300.32,11296.13,2284.89,2289.88,0.01,34864.88,412.02,2951.35,"16","unicycler","ATCC_33560_SUP_Duplex","Last"
724.0658,"0:12:04",2364.12,6138.11,2281.7,2286.85,0,34846.25,327.02,2902.93,"8","unicycler","ATCC_33560_SUP_Duplex","Last"
95.3424,"0:01:35",862.88,8933.48,856.34,856.92,0,685.86,38.66,50.27,"16","dragonflye_hybrid","ATCC_BAA_679_SUP_Duplex","Last"
111.396,"0:01:51",521.19,8423.7,514.34,514.95,0,1159.32,19.78,39.34,"8","dragonflye_hybrid","ATCC_BAA_679_SUP_Duplex","Last"
81.9266,"0:01:21",793.75,8933.47,786.82,787.32,0.02,685.87,44.92,49.76,"16","dragonflye_long","ATCC_BAA_679_SUP_Duplex","Last"
96.0152,"0:01:36",591.39,8359.7,583.83,584.32,0,648.91,23.88,27.47,"8","dragonflye_long","ATCC_BAA_679_SUP_Duplex","Last"
378.6664,"0:06:18",5944.38,22146.23,5917.33,5924.14,0.03,11309.15,14.92,349.52,"16","hybracter_hybrid","ATCC_BAA_679_SUP_Duplex","Last"
280.2823,"0:04:40",769.75,4866.08,741.86,748.31,0,8370.29,16.52,226.11,"8","hybracter_hybrid","ATCC_BAA_679_SUP_Duplex","Last"
261.2642,"0:04:21",5932.55,12585.48,5765.21,5771.9,0.01,3496.45,16.91,188.85,"16","hybracter_long","ATCC_BAA_679_SUP_Duplex","Last"
259.5578,"0:04:19",5350.52,37092.73,5321.41,5328.21,0.19,3070.66,15.13,135.03,"8","hybracter_long","ATCC_BAA_679_SUP_Duplex","Last"
939.8806,"0:15:39",5302.71,13290.29,5286.95,5291.99,228.09,67169.29,487.18,6855.29,"16","unicycler","ATCC_BAA_679_SUP_Duplex","Last"
1327.9822,"0:22:07",4443.54,6570.18,4427.13,4432.18,0,71742.56,413.76,6610.14,"8","unicycler","ATCC_BAA_679_SUP_Duplex","Last"
179.5986,"0:02:59",3360.29,9003.49,3353.22,3353.81,8.17,2110.89,18.7,212.46,"16","dragonflye_hybrid","ATCC_10708_FAST_Simplex","Last"
220.6578,"0:03:40",3304.16,8429.71,3296.25,3296.81,0,1927.75,15.55,290.68,"8","dragonflye_hybrid","ATCC_10708_FAST_Simplex","Last"
155.0923,"0:02:35",3380.64,9003.48,3373.47,3374.11,0,1756.41,21.92,184.56,"16","dragonflye_long","ATCC_10708_FAST_Simplex","Last"
193.5703,"0:03:13",3615.86,8493.71,3607.02,3607.7,0,1755.23,17.76,259.42,"8","dragonflye_long","ATCC_10708_FAST_Simplex","Last"
763.0287,"0:12:43",6115.04,17656.44,6086.08,6093.94,10.01,23882.68,38.86,1333.65,"16","hybracter_hybrid","ATCC_10708_FAST_Simplex","Last"
838.7847,"0:13:58",7861.8,14451.41,7702.36,7710.23,0.38,23861.85,75.35,1348.76,"8","hybracter_hybrid","ATCC_10708_FAST_Simplex","Last"
610.2916,"0:10:10",7903.67,15277.59,7663.46,7671.38,4.73,7094.26,75.24,767.65,"16","hybracter_long","ATCC_10708_FAST_Simplex","Last"
673.7987,"0:11:13",6537.77,12790.84,6372.35,6380.43,0.61,7027.63,69.24,1053.13,"8","hybracter_long","ATCC_10708_FAST_Simplex","Last"
2037.1435,"0:33:57",6778.36,8065.09,6761.31,6761.45,0,166988.71,733.24,18106.31,"16","unicycler","ATCC_10708_FAST_Simplex","Last"
3025.5322,"0:50:25",6219.37,7947.82,6180.3,6180.44,2.48,169963.57,509.44,16898.3,"8","unicycler","ATCC_10708_FAST_Simplex","Last"
218.7347,"0:03:38",3402.45,9107.93,3395.65,3396.23,103.37,2232.1,151.04,496.66,"16","dragonflye_hybrid","ATCC_17802_FAST_Simplex","Last"
266.0961,"0:04:26",2701.55,8534.18,2690.43,2691.17,38.95,3126.02,160.43,711.84,"8","dragonflye_hybrid","ATCC_17802_FAST_Simplex","Last"
190.6621,"0:03:10",2952.73,9044.03,2946.68,2947.3,0.01,2069.14,166.7,511.83,"16","dragonflye_long","ATCC_17802_FAST_Simplex","Last"
235.7209,"0:03:55",2703.48,8534.28,2691.61,2692.42,0.03,2069.13,181.68,750.69,"8","dragonflye_long","ATCC_17802_FAST_Simplex","Last"
766.5456,"0:12:46",7173.29,15089.16,7071.34,7079.24,11.44,23177.76,78.05,1507.51,"16","hybracter_hybrid","ATCC_17802_FAST_Simplex","Last"
845.5139,"0:14:05",7041.1,12997.87,7011.88,7019.71,987.92,22940.05,47,1303.27,"8","hybracter_hybrid","ATCC_17802_FAST_Simplex","Last"
625.3008,"0:10:25",7315.77,14785.59,7183.25,7191.22,7.72,24233.96,88.96,1079.68,"16","hybracter_long","ATCC_17802_FAST_Simplex","Last"
596.3371,"0:09:56",6302.79,11603.35,6273.44,6281.61,30.54,4970.44,59.94,927.53,"8","hybracter_long","ATCC_17802_FAST_Simplex","Last"
2154.2252,"0:35:54",9260.11,14066.79,9244.98,9250.03,4.81,154995.93,778.95,20005.15,"16","unicycler","ATCC_17802_FAST_Simplex","Last"
3126.7458,"0:52:06",6222.98,7137.18,6201.5,6201.64,104.71,157770.42,518.41,17950.06,"8","unicycler","ATCC_17802_FAST_Simplex","Last"
214.8678,"0:03:34",3691.72,9096.93,3685.56,3686.06,8.34,2450.29,158.75,532.15,"16","dragonflye_hybrid","ATCC_25922_FAST_Simplex","Last"
264.6326,"0:04:24",2583.54,8587.05,2576.36,2576.99,0.02,3113.55,165.72,686.18,"8","dragonflye_hybrid","ATCC_25922_FAST_Simplex","Last"
187.0449,"0:03:07",3767.27,9096.93,3759.88,3760.5,0.02,2076.52,177.47,595.27,"16","dragonflye_long","ATCC_25922_FAST_Simplex","Last"
235.6539,"0:03:55",2490.99,8587.02,2482.13,2482.76,0.12,2075.2,185.99,627.83,"8","dragonflye_long","ATCC_25922_FAST_Simplex","Last"
1058.4802,"0:17:38",7644.24,15293.09,7503.01,7511.08,3.71,37606.93,161.39,2492.67,"16","hybracter_hybrid","ATCC_25922_FAST_Simplex","Last"
1206.1775,"0:20:06",6917.44,12651.77,6888.69,6896.72,0.32,37566.87,127.84,2647.12,"8","hybracter_hybrid","ATCC_25922_FAST_Simplex","Last"
958.9367,"0:15:58",6193.11,15743.03,6163.56,6171.63,2.79,9391.52,208.45,2468.04,"16","hybracter_long","ATCC_25922_FAST_Simplex","Last"
1131.3204,"0:18:51",7047.93,13126,6943.59,6951.61,11.02,9363.98,183.81,2629.23,"8","hybracter_long","ATCC_25922_FAST_Simplex","Last"
2460.5321,"0:41:00",7416.85,13811.49,7323.23,7328.25,0,182333.45,864.45,24579.34,"16","unicycler","ATCC_25922_FAST_Simplex","Last"
3736.8463,"1:02:16",6156.09,8253.18,6148.69,6148.84,408.73,185498.45,555.35,22832.94,"8","unicycler","ATCC_25922_FAST_Simplex","Last"
173.6005,"0:02:53",1426.09,9103.77,1418.79,1419.37,0,906.94,128.92,358.25,"16","dragonflye_hybrid","ATCC_33560_FAST_Simplex","Last"
195.284,"0:03:15",1193.88,8594,1182.43,1183.12,0,905.2,87.21,319.47,"8","dragonflye_hybrid","ATCC_33560_FAST_Simplex","Last"
165.5588,"0:02:45",1443.37,9103.79,1436.09,1436.72,0,910.32,132.6,358.77,"16","dragonflye_long","ATCC_33560_FAST_Simplex","Last"
186.172,"0:03:06",1195.11,8594.01,1183.2,1184.02,0,905.21,92.8,316.16,"8","dragonflye_long","ATCC_33560_FAST_Simplex","Last"
439.5642,"0:07:19",4655.53,11426.19,4626.43,4634.34,0.41,7886.12,64.66,442.36,"16","hybracter_hybrid","ATCC_33560_FAST_Simplex","Last"
462.1859,"0:07:42",5515.33,11409.4,5371.19,5379.19,133.77,7350.32,25.92,404.52,"8","hybracter_hybrid","ATCC_33560_FAST_Simplex","Last"
373.664,"0:06:13",6667.68,13365.6,6566.84,6574.93,0.12,8308.26,44.56,343.64,"16","hybracter_long","ATCC_33560_FAST_Simplex","Last"
394.6611,"0:06:34",7989.03,14005.73,7833.36,7841.45,0.48,8326.59,28.79,370.25,"8","hybracter_long","ATCC_33560_FAST_Simplex","Last"
638.0491,"0:10:38",4097.25,12516.54,4095.57,4095.65,0,35328.93,483.15,3872.83,"16","unicycler","ATCC_33560_FAST_Simplex","Last"
896.3512,"0:14:56",3158.72,6052.48,3156.77,3156.85,0,35310.33,359.79,3722.99,"8","unicycler","ATCC_33560_FAST_Simplex","Last"
206.6525,"0:03:26",2004.48,8948.66,1996.93,1997.5,0.02,1576.97,137.57,459.49,"16","dragonflye_hybrid","ATCC_BAA_679_FAST_Simplex","Last"
240.1766,"0:04:00",2111.39,8374.88,2103.28,2103.92,0,1463.34,56.87,341.8,"8","dragonflye_hybrid","ATCC_BAA_679_FAST_Simplex","Last"
193.1574,"0:03:13",1998.66,9012.63,1992.02,1992.56,0,1380.79,149.35,449.17,"16","dragonflye_long","ATCC_BAA_679_FAST_Simplex","Last"
224.1663,"0:03:44",2144.47,8438.88,2137.37,2137.94,0,1388.48,60.9,335.94,"8","dragonflye_long","ATCC_BAA_679_FAST_Simplex","Last"
577.1729,"0:09:37",5854.62,12682.53,5826.08,5833.96,12.3,12461.99,74.54,721.6,"16","hybracter_hybrid","ATCC_BAA_679_FAST_Simplex","Last"
626.2956,"0:10:26",7822.14,14035.19,7674.11,7682.16,19.37,13181.51,36.99,655.17,"8","hybracter_hybrid","ATCC_BAA_679_FAST_Simplex","Last"
459.6048,"0:07:39",5014.86,12227.8,4985.47,4993.56,0.12,11178.61,91.14,624.5,"16","hybracter_long","ATCC_BAA_679_FAST_Simplex","Last"
503.4148,"0:08:23",6158.59,12581.43,6037.61,6045.69,0.21,11192.35,33.92,508.64,"8","hybracter_long","ATCC_BAA_679_FAST_Simplex","Last"
1078.4762,"0:17:58",5298.77,13290.09,5282.97,5288.06,228.09,67848.85,547.21,8791.3,"16","unicycler","ATCC_BAA_679_FAST_Simplex","Last"
1552.947,"0:25:52",4583.19,6826.23,4567.03,4572.12,0,72422.2,430.26,8810.2,"8","unicycler","ATCC_BAA_679_FAST_Simplex","Last"
